repayment_id,loan_id,payment_date,amount_paid,days_late
389,42,2023-09-05,1038.21,1
390,42,2023-10-05,1038.21,3
391,42,2023-11-04,1038.21,3
392,42,2023-12-04,1038.21,1
393,42,2024-01-03,1038.21,0
394,42,2024-02-02,1038.21,2
395,42,2024-03-03,1038.21,0
396,43,2026-06-02,208.67,0
397,43,2026-07-02,208.67,8
398,43,2026-08-01,208.67,0
399,43,2026-08-31,208.67,1
400,43,2026-09-30,208.67,1
401,43,2026-10-30,208.67,1
402,43,2026-11-29,208.67,2
403,43,2026-12-29,208.67,0
404,43,2027-01-28,208.67,1
405,43,2027-02-27,208.67,5
406,43,2027-03-29,208.67,1
407,43,2027-04-28,208.67,2
408,43,2027-05-28,208.67,4
409,43,2027-06-27,208.67,0
410,43,2027-07-27,208.67,0
411,43,2027-08-26,208.67,1
412,44,2025-11-07,2999.37,49
413,44,2025-12-07,2999.37,21
414,44,2026-01-06,2999.37,3
415,44,2026-02-05,2999.37,4
416,44,2026-03-07,2999.37,1
417,44,2026-04-06,2999.37,5
418,45,2025-11-18,3761.75,10
419,45,2025-12-18,3761.75,16
420,45,2026-01-17,3761.75,17
421,45,2026-02-16,3761.75,40
422,46,2022-02-21,1724.83,0
423,46,2022-03-23,1724.83,1
424,47,2022-02-24,2368.67,5
425,47,2022-03-26,2368.67,5
426,48,2025-12-04,5590.83,4
427,48,2026-01-03,5590.83,0
428,49,2023-09-03,1957.62,5
429,49,2023-10-03,1957.62,0
430,49,2023-11-02,1957.62,7
431,49,2023-12-02,1957.62,2
432,49,2024-01-01,1957.62,2
433,50,2025-07-22,1867.67,0
434,50,2025-08-21,1867.67,0
435,50,2025-09-20,1867.67,0
436,50,2025-10-20,1867.67,5
437,51,2025-10-06,7531.5,37
438,51,2025-11-05,7531.5,6
439,52,2025-08-29,2014.5,0
440,52,2025-09-28,2014.5,3
441,52,2025-10-28,2014.5,3
442,52,2025-11-27,2014.5,1
443,52,2025-12-27,2014.5,5
444,52,2026-01-26,2014.5,1
445,52,2026-02-25,2014.5,3
446,52,2026-03-27,2014.5,1
447,52,2026-04-26,2014.5,0
448,53,2022-07-26,177.22,5
449,53,2022-08-25,177.22,14
450,53,2022-09-24,177.22,39
451,53,2022-10-24,177.22,24
452,53,2022-11-23,177.22,10
453,53,2022-12-23,177.22,19
454,54,2025-10-06,208.33,14
455,54,2025-11-05,208.33,12
456,54,2025-12-05,208.33,16
457,54,2026-01-04,208.33,17
458,54,2026-02-03,208.33,9
459,54,2026-03-05,208.33,1
460,55,2023-02-13,999.95,1
461,55,2023-03-15,999.95,1
462,55,2023-04-14,999.95,2
463,55,2023-05-14,999.95,4
464,56,2023-09-26,677.53,12
465,56,2023-10-26,677.53,43
466,56,2023-11-25,677.53,11
467,56,2023-12-25,677.53,23
468,56,2024-01-24,677.53,11
469,56,2024-02-23,677.53,0
470,56,2024-03-24,677.53,0
471,56,2024-04-23,677.53,25
472,56,2024-05-23,677.53,24
473,56,2024-06-22,677.53,11
474,56,2024-07-22,677.53,8
475,57,2025-08-31,1532.27,0
476,57,2025-09-30,1532.27,3
477,57,2025-10-30,1532.27,1
478,57,2025-11-29,1532.27,5
479,57,2025-12-29,1532.27,0
480,57,2026-01-28,1532.27,0
481,57,2026-02-27,1532.27,3
482,57,2026-03-29,1532.27,7
483,57,2026-04-28,1532.27,0
484,57,2026-05-28,1532.27,2
485,57,2026-06-27,1532.27,0
486,57,2026-07-27,1532.27,0
487,58,2025-12-18,1962.92,0
488,58,2026-01-17,1962.92,1
489,58,2026-02-16,1962.92,0
490,58,2026-03-18,1962.92,0
491,58,2026-04-17,1962.92,1
492,58,2026-05-17,1962.92,0
493,58,2026-06-16,1962.92,1
494,58,2026-07-16,1962.92,2
495,58,2026-08-15,1962.92,0
496,58,2026-09-14,1962.92,4
497,58,2026-10-14,1962.92,5
498,58,2026-11-13,1962.92,1
499,59,2026-06-17,1020.96,0
500,59,2026-07-17,1020.96,1
501,59,2026-08-16,1020.96,3
502,59,2026-09-15,1020.96,0
503,59,2026-10-15,1020.96,0
504,59,2026-11-14,1020.96,1
505,59,2026-12-14,1020.96,0
506,59,2027-01-13,1020.96,6
507,59,2027-02-12,1020.96,2
508,60,2024-03-24,746.0,0
509,60,2024-04-23,746.0,0
510,60,2024-05-23,746.0,6
511,60,2024-06-22,746.0,0
512,60,2024-07-22,746.0,0
513,60,2024-08-21,746.0,1
514,60,2024-09-20,746.0,4
515,60,2024-10-20,746.0,6
516,60,2024-11-19,746.0,0
517,60,2024-12-19,746.0,0
518,60,2025-01-18,746.0,4
519,60,2025-02-17,746.0,5
520,60,2025-03-19,746.0,3
521,60,2025-04-18,746.0,1
522,60,2025-05-18,746.0,1
523,60,2025-06-17,746.0,9
524,60,2025-07-17,746.0,0
525,61,2023-07-13,1334.92,3
526,61,2023-08-12,1334.92,10
527,61,2023-09-11,1334.92,47
528,61,2023-10-11,1334.92,0
529,61,2023-11-10,1334.92,7
530,61,2023-12-10,1334.92,11
531,61,2024-01-09,1334.92,20
532,61,2024-02-08,1334.92,12
533,61,2024-03-09,1334.92,8
534,61,2024-04-08,1334.92,1
535,61,2024-05-08,1334.92,7
536,61,2024-06-07,1334.92,4
537,61,2024-07-07,1334.92,5
538,61,2024-08-06,1334.92,4
539,61,2024-09-05,1334.92,16
540,62,2022-06-22,946.62,0
541,62,2022-07-22,946.62,0
542,62,2022-08-21,946.62,0
543,62,2022-09-20,946.62,1
544,62,2022-10-20,946.62,0
545,62,2022-11-19,946.62,0
546,62,2022-12-19,946.62,0
547,62,2023-01-18,946.62,0
548,62,2023-02-17,946.62,0
549,62,2023-03-19,946.62,1
550,62,2023-04-18,946.62,0
551,62,2023-05-18,946.62,0
552,62,2023-06-17,946.62,3
553,62,2023-07-17,946.62,4
554,62,2023-08-16,946.62,0
555,63,2023-01-31,2347.67,1
556,63,2023-03-02,2347.67,4
557,63,2023-04-01,2347.67,1
558,64,2025-02-11,1185.53,6
559,64,2025-03-13,1185.53,5
560,64,2025-04-12,1185.53,28
561,64,2025-05-12,1185.53,17
562,64,2025-06-11,1185.53,23
563,64,2025-07-11,1185.53,1
564,64,2025-08-10,1185.53,0
565,64,2025-09-09,1185.53,9
566,64,2025-10-09,1185.53,8
567,64,2025-11-08,1185.53,5
568,64,2025-12-08,1185.53,3
569,65,2025-09-09,1842.25,0
570,65,2025-10-09,1842.25,0
571,65,2025-11-08,1842.25,4
572,65,2025-12-08,1842.25,4
573,65,2026-01-07,1842.25,0
574,65,2026-02-06,1842.25,0
575,65,2026-03-08,1842.25,3
576,65,2026-04-07,1842.25,0
577,66,2022-08-30,2987.58,5
578,66,2022-09-29,2987.58,0
579,66,2022-10-29,2987.58,2
580,66,2022-11-28,2987.58,3
581,66,2022-12-28,2987.58,0
582,66,2023-01-27,2987.58,0
583,66,2023-02-26,2987.58,1
584,66,2023-03-28,2987.58,0
585,66,2023-04-27,2987.58,3
586,66,2023-05-27,2987.58,0
587,66,2023-06-26,2987.58,1
588,66,2023-07-26,2987.58,5
589,66,2023-08-25,2987.58,1
590,66,2023-09-24,2987.58,0
591,66,2023-10-24,2987.58,1
592,66,2023-11-23,2987.58,3
593,66,2023-12-23,2987.58,1
594,67,2026-03-01,4656.0,1
595,67,2026-03-31,4656.0,7
596,68,2024-11-15,464.56,0
597,68,2024-12-15,464.56,3
598,68,2025-01-14,464.56,2
599,68,2025-02-13,464.56,10
600,68,2025-03-15,464.56,0
601,68,2025-04-14,464.56,0
602,68,2025-05-14,464.56,0
603,68,2025-06-13,464.56,0
604,68,2025-07-13,464.56,0
605,68,2025-08-12,464.56,4
606,68,2025-09-11,464.56,1
607,68,2025-10-11,464.56,2
608,68,2025-11-10,464.56,8
609,69,2022-04-18,433.13,0
610,69,2022-05-18,433.13,6
611,69,2022-06-17,433.13,4
612,69,2022-07-17,433.13,2
613,69,2022-08-16,433.13,0
614,69,2022-09-15,433.13,1
615,69,2022-10-15,433.13,0
616,70,2026-01-03,475.19,2
617,70,2026-02-02,475.19,2
618,70,2026-03-04,475.19,4
619,70,2026-04-03,475.19,1
620,70,2026-05-03,475.19,1
621,70,2026-06-02,475.19,0
622,70,2026-07-02,475.19,1
623,70,2026-08-01,475.19,5
624,70,2026-08-31,475.19,0
625,70,2026-09-30,475.19,0
626,70,2026-10-30,475.19,3
627,70,2026-11-29,475.19,1
628,70,2026-12-29,475.19,2
629,70,2027-01-28,475.19,0
630,71,2024-12-21,1527.25,2
631,71,2025-01-20,1527.25,8
632,71,2025-02-19,1527.25,0
633,71,2025-03-21,1527.25,1
634,71,2025-04-20,1527.25,0
635,71,2025-05-20,1527.25,1
636,71,2025-06-19,1527.25,3
637,71,2025-07-19,1527.25,1
638,72,2024-05-07,1139.06,3
639,72,2024-06-06,1139.06,1
640,72,2024-07-06,1139.06,1
641,72,2024-08-05,1139.06,0
642,72,2024-09-04,1139.06,7
643,72,2024-10-04,1139.06,0
644,72,2024-11-03,1139.06,0
645,72,2024-12-03,1139.06,2
646,72,2025-01-02,1139.06,0
647,72,2025-02-01,1139.06,1
648,72,2025-03-03,1139.06,1
649,72,2025-04-02,1139.06,4
650,72,2025-05-02,1139.06,0
651,73,2026-06-27,506.18,0
652,73,2026-07-27,506.18,1
653,73,2026-08-26,506.18,0
654,73,2026-09-25,506.18,0
655,74,2024-03-28,785.88,9
656,74,2024-04-27,785.88,5
657,74,2024-05-27,785.88,3
658,75,2025-01-31,584.78,0
659,75,2025-03-02,584.78,2
660,75,2025-04-01,584.78,1
661,76,2024-04-30,1224.0,1
662,76,2024-05-30,1224.0,3
663,76,2024-06-29,1224.0,0
664,76,2024-07-29,1224.0,0
665,76,2024-08-28,1224.0,3
666,76,2024-09-27,1224.0,0
667,76,2024-10-27,1224.0,1
668,76,2024-11-26,1224.0,1
669,76,2024-12-26,1224.0,3
670,76,2025-01-25,1224.0,0
671,77,2025-09-17,765.07,2
672,77,2025-10-17,765.07,1
673,77,2025-11-16,765.07,0
674,77,2025-12-16,765.07,0
675,77,2026-01-15,765.07,1
676,77,2026-02-14,765.07,1
677,77,2026-03-16,765.07,2
678,77,2026-04-15,765.07,0
679,77,2026-05-15,765.07,3
680,77,2026-06-14,765.07,4
681,77,2026-07-14,765.07,0
682,77,2026-08-13,765.07,8
683,77,2026-09-12,765.07,0
684,77,2026-10-12,765.07,1
685,78,2023-12-28,1571.67,0
686,78,2024-01-27,1571.67,0
687,78,2024-02-26,1571.67,0
688,78,2024-03-27,1571.67,2
689,78,2024-04-26,1571.67,2
690,78,2024-05-26,1571.67,1
691,78,2024-06-25,1571.67,2
692,79,2023-09-16,923.53,11
693,79,2023-10-16,923.53,3
694,79,2023-11-15,923.53,23
695,79,2023-12-15,923.53,6
696,79,2024-01-14,923.53,5
697,79,2024-02-13,923.53,5
698,79,2024-03-14,923.53,76
699,79,2024-04-13,923.53,12
700,79,2024-05-13,923.53,7
701,79,2024-06-12,923.53,44
702,79,2024-07-12,923.53,29
703,79,2024-08-11,923.53,5
704,79,2024-09-10,923.53,1
705,79,2024-10-10,923.53,7
706,79,2024-11-09,923.53,14
707,79,2024-12-09,923.53,7
708,79,2025-01-08,923.53,6
709,80,2022-04-21,4167.92,3
710,80,2022-05-21,4167.92,2
711,80,2022-06-20,4167.92,0
712,80,2022-07-20,4167.92,0
713,80,2022-08-19,4167.92,0
714,80,2022-09-18,4167.92,1
715,80,2022-10-18,4167.92,0
716,80,2022-11-17,4167.92,0
717,80,2022-12-17,4167.92,3
718,81,2025-12-26,1026.35,11
719,81,2026-01-25,1026.35,42
720,81,2026-02-24,1026.35,44
721,81,2026-03-26,1026.35,6
722,81,2026-04-25,1026.35,3
723,81,2026-05-25,1026.35,9
724,81,2026-06-24,1026.35,10
725,81,2026-07-24,1026.35,10
726,81,2026-08-23,1026.35,26
727,81,2026-09-22,1026.35,25
728,81,2026-10-22,1026.35,3
729,81,2026-11-21,1026.35,9
730,81,2026-12-21,1026.35,25
731,81,2027-01-20,1026.35,23
732,82,2024-02-05,6047.83,0
733,82,2024-03-06,6047.83,7
734,82,2024-04-05,6047.83,1
735,82,2024-05-05,6047.83,1
736,83,2024-07-15,4574.67,10
737,83,2024-08-14,4574.67,3
738,83,2024-09-13,4574.67,9
739,83,2024-10-13,4574.67,14
740,83,2024-11-12,4574.67,6
741,84,2023-03-02,1594.75,1
742,84,2023-04-01,1594.75,0
743,84,2023-05-01,1594.75,0
744,84,2023-05-31,1594.75,0
745,85,2023-06-03,715.28,20
746,85,2023-07-03,715.28,12
747,85,2023-08-02,715.28,5
748,85,2023-09-01,715.28,29
749,85,2023-10-01,715.28,5
750,85,2023-10-31,715.28,5
751,85,2023-11-30,715.28,3
752,85,2023-12-30,715.28,24
753,85,2024-01-29,715.28,8
754,85,2024-02-28,715.28,20
755,85,2024-03-29,715.28,10
756,85,2024-04-28,715.28,2
757,86,2025-02-11,1030.94,20
758,86,2025-03-13,1030.94,6
759,86,2025-04-12,1030.94,9
760,86,2025-05-12,1030.94,37
761,86,2025-06-11,1030.94,29
762,86,2025-07-11,1030.94,11
763,86,2025-08-10,1030.94,1
764,86,2025-09-09,1030.94,4
765,86,2025-10-09,1030.94,6
766,86,2025-11-08,1030.94,7
767,86,2025-12-08,1030.94,16
768,86,2026-01-07,1030.94,3
769,86,2026-02-06,1030.94,7
770,86,2026-03-08,1030.94,25
771,86,2026-04-07,1030.94,12
772,87,2024-08-08,704.79,2
773,87,2024-09-07,704.79,4
774,87,2024-10-07,704.79,0
775,87,2024-11-06,704.79,0
776,87,2024-12-06,704.79,1
777,87,2025-01-05,704.79,2
778,87,2025-02-04,704.79,2
779,87,2025-03-06,704.79,1
780,87,2025-04-05,704.79,1
781,87,2025-05-05,704.79,0
782,87,2025-06-04,704.79,0
783,87,2025-07-04,704.79,0
784,88,2023-12-23,14877.0,0
785,88,2024-01-22,14877.0,15
786,88,2024-02-21,14877.0,1
787,88,2024-03-22,14877.0,0
788,88,2024-04-21,14877.0,0
789,88,2024-05-21,14877.0,0
790,89,2022-09-30,1185.68,2
791,89,2022-10-30,1185.68,4
792,89,2022-11-29,1185.68,29
793,89,2022-12-29,1185.68,2
794,89,2023-01-28,1185.68,19
